f0,f1,f2,f3,f4,f5,f6,f7,target
-0.10891,-0.73376,0.56054,0.24783,0.73539,1.91693,0.07642,-0.19815,1
-2.86162,0.53795,-0.65567,-0.74116,-0.56561,0.45844,-0.26854,-0.25145,0
-0.30628,-0.02719,-0.31745,-0.71797,-1.07017,0.94305,0.48678,-0.03674,0
-0.66041,1.71897,-0.40373,0.67088,-1.20095,1.07977,0.69705,-0.87768,0
0.08318,-1.02644,-0.31810,-1.28234,0.19045,1.01430,-0.65188,-0.38922,1
0.31276,-1.78140,0.12375,-0.47420,0.02837,-2.73310,-1.07638,-0.33527,1
0.75723,-1.32874,-1.34442,-0.32458,-0.52495,0.23100,-0.77998,0.05087,1
-1.03918,0.03952,0.88567,-0.60428,-0.51092,1.38608,-0.86920,-1.08812,0
-1.63294,-0.86950,-0.14077,-0.48720,2.15002,-0.84445,-0.97042,-0.14817,0
1.13838,-0.47625,0.13458,0.16325,-0.45679,-0.07486,-1.20342,-2.55713,1
-0.47006,0.85185,-0.08097,-1.07096,-0.30730,1.25839,-1.01124,0.03711,0
0.06885,0.87294,-0.66448,1.14984,-0.47819,0.69325,1.03781,1.70214,0
1.75463,-0.98304,1.43629,-1.52612,-0.53209,0.26482,-1.32331,0.06159,1
0.49138,0.86866,-0.17423,1.24460,0.04867,0.83780,1.01088,1.85022,0
-0.10146,0.56444,-0.09514,-0.17900,-0.83860,0.99851,-0.94686,-1.21670,0
-0.16342,-0.54922,2.28551,0.26075,2.20539,-1.40936,-0.71610,1.35557,1
-0.63247,-0.67635,0.53098,-0.70101,-0.70352,0.77346,-0.28401,0.13853,0
1.14665,1.24580,0.85848,1.99488,-0.36340,-0.92193,1.81929,0.37997,1
-0.26395,-2.13075,1.06221,0.85003,-0.72212,0.39808,0.92853,-1.33392,1
0.75384,0.22382,-0.90539,-0.39933,-0.41094,-0.69340,-0.35038,-1.88984,1
-0.17997,1.80872,0.34497,-0.69642,0.47684,0.65682,0.49748,1.08848,0
-0.99666,1.01624,-1.18048,0.16440,-1.59568,0.25449,-1.72232,0.18875,0
2.85860,-1.77195,0.10727,0.20424,-0.04543,0.60533,-1.39685,1.60790,1
0.50384,0.69101,-0.07465,0.83083,-1.36246,0.91472,-0.60393,0.35773,0
0.72118,0.72111,0.87645,0.43813,-1.33053,1.07807,0.32310,0.29155,0
-1.38292,-0.03070,0.49088,0.43968,0.17996,1.12518,-1.04907,-1.29664,0
-1.91728,0.25340,0.52995,0.19830,0.14150,-2.04175,0.47705,-0.31123,0
1.74008,-1.24437,-1.10196,0.35174,-1.85692,-0.79146,1.40447,0.44038,1
-0.40393,1.78506,0.41188,0.27182,-0.53829,1.30149,-1.67010,1.25765,0
0.95849,0.04221,2.02563,0.27713,0.34973,-0.85075,-0.46655,0.61637,1
0.60643,0.32670,0.29859,1.28311,-0.23064,0.37926,-1.53400,0.85190,0
-0.26971,1.61547,0.61569,0.46668,-1.79906,-1.49768,-0.10945,-0.65461,0
-0.53155,-0.36827,-0.85403,0.87012,0.41628,1.58006,-1.00924,2.11818,1
-0.55239,0.19435,1.95157,1.08871,-1.54266,0.85861,1.53629,0.44256,1
0.66365,-0.96199,-0.03243,-0.49191,-1.33726,-0.80537,-0.44441,-0.84004,1
-0.76746,-0.69624,1.38587,1.45498,2.41532,-0.76631,0.35568,0.12062,1
-0.55929,-0.79343,0.91457,0.96635,2.04954,-1.12229,1.42242,-0.51862,1
-1.03910,0.89289,-0.05852,1.62917,-1.80825,1.15576,-0.96233,-0.73240,0
-2.06039,0.60280,-0.39875,1.25030,0.27647,-0.97500,-1.03701,-1.12161,0
-1.32597,0.50030,-1.10165,-0.61062,0.00307,-0.27540,0.07089,0.70107,0
0.48633,-1.10455,-0.01393,-1.48635,-0.30014,0.43130,-0.35272,0.43727,1
1.39746,1.40349,-2.19713,-0.68521,-0.12828,1.06187,-0.38938,1.73320,1
0.61187,-0.88693,-0.87623,-0.77384,-1.65275,-0.27728,1.39781,0.42116,1
1.21022,-0.61078,-0.82710,-0.41636,-0.90606,1.96455,-0.28355,1.01657,1
0.32221,-0.56216,1.01639,0.57368,0.37993,-0.01539,0.27585,0.56433,1
1.73352,-0.27609,-0.45009,-1.14500,-0.11832,0.35755,1.80205,-1.09420,1
-2.08083,-0.54103,-0.26689,-0.72399,2.27789,-2.86651,-1.12254,-0.53922,0
0.44843,0.78393,0.05047,0.58720,-0.32550,-1.68320,0.00358,-1.10198,0
-2.28637,-0.86217,-0.41626,-0.02765,0.00258,0.11120,1.56965,0.27413,0
0.26063,1.44672,1.15982,-0.83362,0.39372,-0.79187,0.04424,1.52686,0
0.12738,-0.35158,-1.32473,0.39048,-0.09012,0.83042,0.73928,0.77401,1
1.17840,-0.14274,1.37223,-1.66276,1.15489,-1.07383,-1.76501,-0.22098,1
-0.28627,0.91197,-0.77509,-1.20543,0.12895,0.48053,-0.83527,0.12554,0
-1.19582,0.12630,-0.03067,-2.49562,0.47550,-0.19080,-0.98424,1.87930,0
0.46817,-0.44535,-0.61568,0.26006,0.85810,0.12788,0.56334,-0.95170,1
-0.21433,1.03291,0.11693,0.60510,-0.28401,1.30303,-0.65292,-0.80420,0
-1.31715,0.29695,-0.13562,0.84169,-0.47368,-1.57656,0.04244,-0.89524,0
-0.65442,1.05602,0.45237,-0.46127,-0.03905,-1.19539,-1.37035,0.55026,0
1.14945,0.39846,-1.05195,-0.12750,-0.09698,-0.06218,-1.33345,0.46296,1
-0.19942,-1.12396,-1.85264,-1.22006,-0.78576,0.22607,0.77091,-1.56162,1
0.66577,0.79285,-0.76006,-0.76986,1.86066,-0.24201,0.59578,-0.35417,0
-0.29643,-1.48427,-0.22584,-1.18250,-0.96182,0.48460,-0.55430,2.15636,1
-0.26458,0.80841,0.36810,-1.46419,-2.24911,-1.68254,-0.20215,1.07286,0
-0.65004,0.15230,0.16511,2.64532,-0.55230,-0.52413,-0.06110,0.12821,0
-2.31072,-0.02336,-0.60662,-0.15440,-0.98624,0.80297,1.05810,0.54715,0
0.87257,-0.89119,-0.87163,-0.61689,0.70053,0.94130,0.90450,0.16725,1
0.28341,0.82481,-0.69554,-0.35889,0.39459,1.56820,0.62640,-0.03218,0
-0.49685,0.14222,-2.73395,0.71563,0.48653,-0.85279,0.33677,0.06199,1
-1.03080,1.37038,0.17438,-1.04181,2.17040,-0.04521,-0.67214,0.74759,0
0.89126,0.31458,-2.90714,-0.05482,-0.07410,-0.10671,0.62301,0.24946,1
-0.24233,-1.46239,0.67631,-0.25032,0.16119,1.16011,0.85051,0.19054,1
-0.89650,-0.84869,-1.29928,-0.55485,1.77809,-0.09574,-0.03127,0.06829,1
0.57662,1.19058,-0.20898,0.80586,3.10411,-2.51507,-0.30522,-0.07276,0
0.03428,0.19633,-0.65674,3.14503,-0.30211,0.22522,-0.22146,0.53367,0
0.53102,0.30975,1.41468,-0.14001,1.00990,-1.47228,1.01920,0.54037,1
0.57722,0.14044,-0.32643,-2.34442,-0.56657,-0.25129,-0.76822,0.41608,1
-0.37085,0.53842,-0.59159,0.45975,0.08587,-0.15981,-1.12084,1.30059,0
-0.37390,-1.23016,1.33825,-0.84567,-0.89027,0.16154,-1.43266,-0.66410,1
-1.80050,-1.89910,-0.01237,-0.21054,1.25411,1.80437,0.27334,0.41171,0
-1.18832,-0.45467,0.09847,0.98246,0.61070,-0.16891,-0.18707,-0.81922,0
-1.41122,-0.90695,-0.06581,0.22152,-0.21944,0.28893,1.80802,0.21567,0
-0.30662,-0.11129,-2.01552,0.55680,0.22948,0.24414,-0.88981,-0.80786,1
-1.41100,0.04190,2.84205,0.44566,2.04125,-0.80448,0.15002,1.02466,1
1.20705,-1.76353,-0.48188,0.97948,1.64579,-0.68894,-0.80423,-1.43550,1
-0.16137,-0.74684,1.70168,1.40879,0.18927,1.34295,0.74994,0.05172,1
0.72924,0.73899,0.02501,-0.62838,-0.22302,0.21408,1.34394,-0.62784,0
-0.15863,1.19684,-0.50094,0.94504,-1.02828,-0.34664,-0.24092,1.44102,0
0.08907,-1.25205,-1.25261,1.96765,0.53963,-0.45343,0.83962,-0.67836,1
0.38246,-0.63335,0.12948,-1.18649,0.38620,1.05156,-0.18100,0.59055,1
-0.76050,-0.25713,0.19826,0.83486,0.06866,-0.49741,-1.14704,-0.13769,0
-1.16045,0.80336,-1.78457,0.23009,-0.24809,-0.29075,-0.02822,0.63517,1
0.30964,-1.34279,1.05275,-1.02610,-0.23604,0.57725,-0.12108,-0.91546,1
-0.74023,-0.48188,1.45758,-1.33770,1.04915,-1.33247,-0.52855,0.48868,1
-0.78530,-0.09598,-0.30052,-0.95836,1.64351,-0.17416,1.53829,-2.12307,0
1.08200,-0.01880,-0.13150,1.11609,0.91032,1.24451,0.82649,-0.25076,1
-0.44645,-0.51815,-1.16472,1.00974,0.80025,0.32674,-0.40767,-0.79223,1
-0.40719,-0.22286,0.51440,0.64374,-1.57076,0.08589,0.15412,0.30555,0
-1.05550,0.24010,-0.32569,0.50809,0.35921,0.69257,1.48515,0.47978,0
0.57444,0.93745,-0.82725,-0.50332,-0.02914,-0.32297,1.60985,0.04952,1
-1.22193,-1.65394,2.65913,-0.01143,1.00208,0.66626,1.77358,-0.05477,1
-2.37851,-1.25366,-0.20978,-0.58196,0.61962,-0.47991,1.88621,-0.62648,0
0.40784,-1.50821,1.00187,-1.58491,0.10818,-0.16644,-1.28633,-0.87621,1
0.41560,-0.67197,0.57004,-0.47863,0.27882,-0.61760,0.79474,-0.43565,1
-1.21815,0.28316,1.00448,-0.67596,-0.10633,-0.35977,0.96640,-0.66948,0
-0.82469,-0.70533,0.80604,-0.18457,0.87588,-0.21617,0.01193,-0.90556,0
-0.11973,-1.55047,0.12357,-1.01120,0.03227,0.13752,0.56102,-0.09715,1
-0.45810,2.21772,1.32022,0.38254,-1.02248,0.48781,-0.90126,0.92881,0
-0.29387,-0.12834,1.72755,1.29341,0.47870,-0.23615,-1.19503,0.96199,1
-0.04656,-0.04484,-2.04224,-1.09647,-1.99537,0.06729,-0.11873,-1.83009,1
-0.05898,-0.89536,-2.43982,0.51808,1.90815,-0.65044,0.62328,-0.03355,1
-0.40882,2.13208,-1.17930,0.66281,-1.29853,-1.10264,0.71584,-0.99499,0
-0.01698,-0.54273,0.21762,-0.72528,0.48124,-0.92672,-0.03442,-0.35661,0
-1.13303,-1.37273,-0.62510,-2.37671,2.31023,0.91393,0.42732,1.71021,0
-2.21602,0.70074,-1.57697,0.33209,-0.06287,-1.62834,0.66360,1.13107,0
0.27152,0.17800,0.16405,-1.33555,-0.05599,0.70845,0.30168,1.56056,0
0.19413,-0.90574,0.41245,0.65175,-0.46909,0.60075,0.81890,-0.58550,1
0.80674,1.01477,-1.18648,-0.02785,0.77417,0.09981,0.78461,-0.44891,1
-1.24711,0.12750,-1.97204,0.27505,1.49369,0.38762,-0.41388,-0.61390,1
-0.03534,2.06639,0.78870,-0.11295,-0.35737,0.20376,1.85229,-1.01067,0
-0.69144,-0.53194,-0.06262,0.33071,1.94543,0.69504,-1.64435,-1.38430,0
-0.24456,0.05279,0.38351,-0.66422,-0.25454,-1.15608,-1.01961,-0.07411,0
0.99029,-1.29228,1.07428,-0.25891,-0.87012,0.72066,-0.29173,0.18318,1
-0.19152,-0.17627,-0.18891,0.52783,-0.82814,1.27606,0.89900,0.71606,0
0.39910,0.22108,1.24824,0.86157,0.26380,0.39701,1.58494,1.63706,1
1.45876,-0.16260,1.47675,-0.23681,0.89869,0.61313,-0.03332,0.68623,1
0.80472,-0.23998,0.14977,-0.93767,2.54689,-0.76447,0.47523,0.13096,1
1.04032,-0.49339,1.00624,1.38427,0.34460,-0.32412,0.62575,-1.15004,1
0.16581,1.31798,0.21373,-2.23698,-0.71783,-0.04042,-0.40952,-1.90374,0
-1.23387,0.79340,0.04873,-2.63468,0.98483,-0.23147,-0.11307,-1.29991,0
0.46765,-0.72355,-0.32848,-1.15465,-2.17847,1.31225,-1.09411,-0.78855,1
-0.06630,0.70454,-0.58269,0.49114,1.82362,0.40045,-0.65660,1.15108,0
-0.87344,-0.42990,0.55095,0.42745,-1.55799,2.04396,0.61571,1.32037,0
0.00705,1.48953,-0.57830,-0.05607,-0.03816,0.75729,-1.36938,0.87222,0
-0.34719,-0.57845,0.28971,-1.96013,0.59718,-0.83888,0.41110,0.51789,0
3.13822,-2.66412,-0.90700,1.95209,-0.97764,-0.19659,-0.26229,-0.63185,1
1.96194,-0.00029,-0.43779,1.37550,-0.48086,-0.12048,-0.19352,1.83420,1
-0.44335,-1.32815,0.65655,-1.01010,-0.68982,0.29658,-0.34426,-1.25232,0
-0.02541,-1.13749,0.13032,-1.17489,-0.36970,1.78693,-0.86390,0.01876,1
1.05591,1.10416,0.65237,-0.04251,1.16999,-0.40432,2.05929,0.21056,0
-1.56552,2.46442,-0.45853,0.44358,0.92361,1.03578,-0.73937,-0.52923,0
0.08604,2.98339,0.47063,-0.04095,0.24586,0.95765,1.78669,-0.12023,0
-0.61501,-0.59343,-0.58337,0.89073,0.49775,0.71304,1.75189,-0.22320,0
1.09885,0.46394,-0.45182,-0.48559,-0.31554,0.09627,0.94944,1.02923,1
0.31887,1.05774,0.26839,0.35055,-0.12295,2.00252,1.63392,-0.49129,0
0.87095,0.24026,-0.22681,0.74016,0.18055,0.15985,-0.22633,-0.09356,1
-1.35186,-0.66257,-0.08180,0.87942,1.60409,0.35969,-1.18617,-0.73001,0
0.42860,-0.49390,-1.10018,-0.30752,-0.01460,0.41063,-0.92512,-0.14140,1
0.63476,0.69017,1.13568,0.52666,0.11220,2.14192,-0.04788,1.64655,1
-0.52028,1.15901,-1.45110,0.75235,-0.64978,-0.31591,-0.25930,-0.60660,0
-2.76047,1.96000,-0.38441,-1.38204,1.21121,1.66608,-0.06638,-0.20879,0
-1.22787,0.39591,-1.00853,1.91898,-0.16160,0.53343,-0.87502,-0.58955,0
0.38467,-1.07843,0.84726,-0.80452,0.30803,-0.91703,0.90658,-1.44706,1
-0.07099,-0.11476,-1.90590,-0.79398,0.12455,-1.09503,-0.28535,-2.72028,1
0.06046,-0.95450,-1.17952,-0.80049,-0.40612,-0.55980,0.30894,0.88675,1
0.44140,-0.24248,1.21712,-0.95359,-0.43117,-2.99112,-0.02438,-0.51872,1
1.13260,-0.48004,-0.61317,2.29439,0.41804,-0.78874,-1.57590,-1.34328,1
1.12005,0.01167,0.51563,0.32763,-0.67093,-0.58969,0.77835,-0.28292,1
-0.35965,-0.28535,0.06564,1.33536,0.36747,0.90503,-1.05569,-0.98142,0
1.24647,0.45502,0.30173,-0.19940,1.56884,0.36813,-0.38950,-0.39551,1
-0.27888,0.88679,0.64183,0.55604,1.90862,0.46612,0.09123,0.70303,0
0.60888,-1.65584,-1.01653,0.77323,0.87470,-0.24331,-0.43625,-1.30690,1
0.15175,0.33171,0.67245,-0.39025,-0.56629,0.99166,-0.11169,0.11458,1
-1.62489,-0.47494,1.31508,1.33804,-0.25120,0.47393,0.06951,2.08094,0
-2.55327,-0.07558,-3.27219,0.74844,1.57246,-0.10734,0.15315,0.51249,1
1.20027,-2.13153,-0.34558,0.31571,-0.38331,-0.65981,-0.89914,-0.28915,1
0.23785,1.16287,0.10084,-0.90796,0.12911,1.06180,-0.54127,-0.08499,0
0.77452,-0.61573,-0.14917,0.02587,0.50983,-1.95078,0.24466,-0.41665,1
-0.08810,0.99872,0.54869,2.24600,0.51181,-1.95413,-0.60783,0.37914,0
0.09787,1.25921,-1.84744,0.42780,0.12924,0.21470,-0.19093,-0.25948,1
-1.43506,1.80482,-0.97078,0.99761,-0.21336,-0.16549,1.87210,-0.19536,0
1.14690,-0.11550,0.58684,-0.39250,-1.01867,-0.71802,0.80323,0.46024,1
0.34664,-0.19764,0.22678,0.89484,0.18935,0.20888,-1.39781,-0.61806,1
-0.68295,-0.87723,0.25041,1.81087,1.34820,0.54369,-0.97932,0.60572,0
1.63860,-1.08339,-0.79411,-2.62051,-1.54128,1.94540,1.95130,0.80569,1
0.41201,-0.54748,0.85056,-0.18075,1.99506,0.99139,1.05019,0.17904,1
-0.61580,1.21354,-0.38976,-1.31465,1.24968,0.83625,0.01155,0.49483,0
2.58482,-2.34266,-0.07038,0.45056,-0.27210,-0.81941,1.53191,2.31705,1
1.00700,1.32377,-0.68590,-0.25193,0.37879,0.85859,-0.25199,1.37002,0
0.38761,0.91928,1.61143,0.63767,-0.87264,-1.21686,-0.59665,-0.08191,1
-0.04602,-0.42350,0.29540,0.10736,0.56726,-0.43699,1.13898,-2.28266,0
0.34514,0.08742,0.60074,1.78810,0.92435,0.22042,-0.41251,0.67542,0
-0.21585,-0.42796,1.17147,0.28204,0.41804,0.02649,-0.83103,-2.03560,1
0.50493,0.68542,0.22887,-1.07131,-0.46723,-0.05787,-1.44005,-0.14539,0
0.20180,-0.01179,-1.18102,-0.32809,-0.69688,-1.26098,-1.35004,-0.07932,1
-0.74949,2.03099,0.11683,0.28402,-0.04438,-0.65409,0.80334,0.52492,0
0.60573,0.41986,-1.79213,0.57154,-0.22471,0.02578,0.97680,-0.28404,1
-1.26106,0.46483,2.06911,-1.27560,0.33525,-0.36425,1.23695,0.00469,1
-1.29782,-2.03140,1.44696,-0.02115,-0.74750,-0.18291,-0.00169,-0.80614,1
-0.22342,0.72412,-1.25494,1.08098,-0.63271,0.24768,1.48233,-1.01859,0
-0.03195,0.44319,0.92587,-0.81226,1.44847,-1.93920,0.23424,-1.07563,0
-0.16505,0.79067,-0.26145,1.01770,0.19664,0.64460,0.52037,-2.12220,0
1.62756,-1.52567,0.22078,0.32677,-1.66088,-0.25002,-0.57169,-0.87243,1
0.30666,0.23021,0.08185,0.20953,-1.35777,0.41442,-1.18518,-0.42242,0
-0.55277,-1.39006,0.57413,1.58207,-0.32319,0.69458,-0.78040,0.55345,1
1.65205,0.75683,-1.06280,0.10359,-0.36041,-0.27377,1.90393,-0.55681,1
-0.77324,0.68074,-0.85451,-1.09139,-2.06970,-1.31561,-0.64418,-0.67447,0
0.45486,0.17793,1.48713,0.52756,-0.29690,0.10857,2.22123,0.20714,1
0.82093,1.42146,-0.51321,0.81629,0.47884,-0.31401,1.48599,-0.85195,0
-0.26319,-0.31451,-1.32296,1.09404,-0.21569,-1.23675,-0.62393,-0.77203,1
1.40402,0.63626,1.21481,0.21039,0.45722,-0.91551,0.68672,-0.35969,1
0.49467,-0.13265,-1.06789,1.53599,-0.38403,2.15859,0.17152,0.11455,1
0.61607,0.71410,0.70102,0.06444,0.55058,-0.71360,-1.17869,1.79218,0
0.59715,0.10219,-1.47719,1.31542,0.02283,-1.29346,-0.32162,0.79657,1
0.26123,1.19475,-3.37158,1.14482,-0.53017,0.38390,-0.31172,0.57408,1
0.74417,1.10890,0.20942,0.76363,0.51147,-0.63448,-0.02451,1.18903,1
-2.06440,1.50934,-0.12505,1.00747,-0.17328,-1.43217,-1.55371,-0.64410,0
-1.40870,0.81000,-1.51121,-1.84909,0.86501,-0.23696,-1.01885,-0.71309,0
-0.21909,-0.11283,-0.43453,-2.60634,-0.92517,-1.42949,-0.26280,0.31772,0
-0.10283,-0.30766,-0.23569,-1.97224,0.73527,0.68441,0.63468,0.19408,0
-0.93139,-0.37821,-0.30548,-0.90072,1.48728,0.37998,1.61431,0.96689,0
0.25408,-0.29277,0.10947,-0.49642,-0.93391,-0.97785,0.30613,-1.26555,1
-0.17877,-1.42558,1.22060,-0.12524,-0.22068,0.25225,-0.40990,-1.35816,1
-0.46990,1.46759,0.29933,1.13282,2.50743,0.25788,-0.17734,1.28347,0
0.07472,-1.03231,-1.32674,-0.69931,0.26026,-0.34099,-0.38371,-1.17211,1
-0.48397,0.07281,-1.82764,-0.83783,2.15964,1.10229,1.29330,-2.05455,1
-0.13150,0.48010,-0.05395,0.86599,0.39622,0.57755,1.03270,-1.73315,0
0.34479,-1.17014,0.43891,1.31323,-0.08002,-1.59368,-1.37064,-0.04638,1
-0.62975,1.60469,-0.29216,1.84470,-0.01121,-1.10830,2.23031,-0.29662,0
1.49655,1.48107,-0.14811,0.69674,0.98761,1.39025,-0.26139,-1.07621,1
1.16783,0.59496,-1.85975,1.07160,-1.37459,-0.35249,-0.58703,-0.27560,1
-0.02863,-0.92943,1.03113,0.56336,0.64615,1.27914,1.26675,0.20979,1
0.20049,-0.56088,0.41439,-0.29137,-1.73345,0.45765,-1.02430,1.48825,1
1.85842,0.76129,-1.03349,0.09625,-1.01172,-0.74736,-0.89625,-0.11827,1
0.10494,-0.07235,0.31170,-1.01591,1.12791,1.05752,-0.61251,0.43014,1
-0.64375,-0.83304,-0.05361,0.94643,-0.24187,0.28284,0.29098,-1.33503,0
-2.84494,-1.42941,-0.60770,-0.80674,-0.95324,-1.81535,0.22166,1.04458,0
1.36459,0.56140,-0.76446,0.52301,-1.85173,0.88165,0.87253,-0.86589,1
0.28895,0.31071,0.13929,1.80201,0.14247,-1.20543,-1.18832,1.12263,0
-1.59632,0.19532,-1.55999,0.57110,-0.12862,1.00491,-1.48421,-1.49622,0
-0.29727,-0.56235,1.20365,-0.11539,0.04195,-0.30780,1.33714,-2.21338,1
-0.19287,-1.37890,-1.64728,1.88359,1.27911,0.98734,-0.83786,0.49915,1
0.47986,0.03398,0.66929,1.13774,0.74506,1.28962,1.10219,-0.25818,1
0.60068,-1.16081,-1.60666,1.08039,-0.89332,0.30959,-0.69887,0.03705,1
1.31909,1.25262,-0.13787,0.51810,-0.22966,0.50546,-0.98599,0.92330,1
0.40526,-0.74997,1.17835,-0.38213,-1.30219,-0.02173,0.25900,0.78059,1
-0.14055,1.11182,0.41630,-0.72152,-0.17901,1.45846,-1.80353,1.26422,0
-0.67405,0.86063,-0.45819,0.87739,0.69936,-1.83853,-1.75976,-0.42906,0
-1.14253,-1.05178,0.79610,-0.55232,-0.69076,-0.53491,-1.11442,-0.55876,1
-0.89311,1.67802,1.34922,0.07591,1.19931,0.67808,-0.17594,-0.02828,0
-0.14896,1.69653,1.00658,-0.38896,-0.99995,-0.91567,0.12961,0.53537,0
0.33432,-0.87115,0.22555,0.80832,-2.04400,-1.06655,-1.08335,-0.51978,1
-0.21819,-0.76799,0.00661,-2.79684,0.11537,-0.85990,1.66748,-1.61315,0
-1.33165,-0.92489,1.19829,-1.43620,0.11891,1.07368,0.22924,-1.40246,1
-0.07467,-0.12957,-0.36825,-0.79966,0.65621,0.20886,0.97195,0.86945,0
-0.80148,-0.60294,1.77219,-2.19781,1.29034,1.59689,0.01957,0.58888,1
3.06770,-0.83519,1.14368,0.61589,-0.49791,1.04915,0.77172,-0.51662,1
1.27982,-0.45170,-0.01212,0.31676,1.81177,1.38646,0.97590,-0.24372,1
1.12922,-1.73048,-0.83030,1.06868,0.81507,1.54850,1.57212,-0.14834,1
-1.10147,-1.47284,0.51953,0.51987,2.32015,-0.19966,0.96139,2.31655,0
0.88613,2.36530,1.28370,-0.67042,-1.22078,0.18980,0.97791,-0.31064,1
1.27528,0.40322,-0.10877,-0.09124,-0.23365,-0.09148,-0.13267,0.52600,1
-1.29807,-0.52691,-1.05595,-1.79409,-0.09095,-2.70660,-1.44373,-0.65417,0
-1.67924,-0.05514,0.95970,-0.20142,-1.21440,0.93172,0.57471,-1.27568,0
0.76286,-0.00903,0.04551,-0.36334,-0.58337,-0.85330,-0.01132,-0.65135,1
-0.46948,0.48606,-0.30435,-1.37219,-0.96632,0.89489,1.61164,-0.07068,0
-0.39357,-0.40282,0.29144,0.01895,2.44380,-0.14496,-0.12293,0.55856,1
1.11410,-0.40909,-0.74107,0.04456,0.19923,-0.05271,1.85695,0.62919,1
1.32365,1.16891,-1.52043,-0.66397,-0.18002,0.08121,0.24352,-0.87860,1
0.49454,-0.97600,0.62504,1.36634,0.27329,0.30763,2.27116,0.13689,1
-0.66306,-0.90062,-0.50478,0.40163,-0.65379,0.94237,-0.59147,-1.13572,0
-0.57282,0.40127,-0.24114,0.51905,0.51446,2.00059,1.87967,0.41274,0
0.95747,0.24402,-0.64455,0.94119,-1.51874,3.13171,-0.50645,-0.52880,1
-0.22868,-0.47556,-2.11511,1.60506,-0.88804,-1.09329,-0.68863,0.39642,1
1.24892,0.28325,1.84296,1.27840,-0.08164,-1.00352,0.95425,0.09394,1
0.37787,0.62590,0.21881,-0.30936,-0.92029,1.46450,0.61967,0.66842,0
-0.62708,0.68965,-0.94540,-0.72442,1.52866,2.01337,0.85889,-1.87786,0
0.58273,-1.04536,0.70656,1.45005,-0.11161,-1.77648,-0.29218,-1.07403,1
-0.08832,-0.45265,1.50965,-2.28068,-0.68142,-0.41990,-0.69978,-0.12716,1
0.37824,1.84704,-0.02020,-1.92163,-0.16132,-0.42480,0.95144,-0.25675,0
1.25811,-1.42870,-2.30188,0.54818,1.21059,-0.64294,0.50393,-0.26325,1
2.05074,1.00003,0.29182,0.18567,1.59736,0.18358,0.22191,0.10968,1
0.50204,2.40965,-0.26830,0.78413,-0.92668,0.32944,-1.66500,1.57438,0
0.98758,0.10349,-1.21199,2.18908,1.87325,-1.10882,-0.69666,-0.65451,1
-0.57609,-0.36351,0.23657,-1.19888,0.98921,-0.08106,-0.02911,1.40443,0
1.22548,0.07862,-0.40963,0.41739,-0.28678,1.08833,-1.28835,-0.45554,1
-0.44021,-0.24419,0.03670,-0.44048,-1.27331,-0.01773,0.91258,-2.19587,0
0.12910,0.18156,1.00121,-0.57698,0.01606,0.61290,-0.43103,-0.27947,1
-0.31513,-1.33580,0.58382,0.41712,0.07234,-0.86977,0.36600,0.21024,1
-0.54767,-1.45599,0.45141,-0.00223,0.70530,-1.19169,-2.50856,0.33600,1
-0.19995,-1.21543,-0.52402,-0.40196,-0.81003,0.67392,-1.73542,-1.95007,1
-2.23845,0.34143,-3.18452,0.20176,0.32081,-0.13196,0.08782,0.78076,1
-0.50539,-0.00807,1.91354,-0.35952,-0.28289,0.74714,0.29868,-0.04392,1
0.20693,-0.64374,0.05240,1.00158,0.23055,-1.16161,-0.94724,-1.55947,1
0.26984,1.04954,-0.62421,1.46688,-0.51244,-1.58673,-0.63157,0.27821,0
0.09590,-0.03625,-1.43057,0.41462,-0.58744,-1.34967,0.20990,0.16054,1
0.88848,-0.32919,2.42839,1.06463,0.79973,-1.55518,-2.16065,-0.00594,1
0.84483,1.24919,-0.95094,1.73144,-1.28673,-0.75878,-0.74710,0.69829,1
-0.41038,1.23462,-0.73332,1.57381,0.12126,-0.56816,-0.03833,0.79589,0
-0.57593,-0.80803,0.97610,1.22585,1.34191,-1.27305,0.36684,0.63377,1
-1.55870,0.45336,0.64288,1.87435,-1.11513,-0.06701,2.58592,-0.87947,0
-0.52000,-0.49430,-1.49805,0.86111,2.42950,0.64636,0.92369,-1.38879,1
-0.25395,-0.78752,-1.22606,-1.66561,0.66361,-1.03683,0.67666,0.56439,1
0.31843,-1.08946,1.42862,0.78616,1.61932,1.33520,0.43421,1.44058,1
0.31376,-0.26940,-0.66726,0.10539,0.11179,-1.72252,0.25873,1.28684,1
-0.52912,2.34191,-0.78266,0.45308,1.23353,1.22069,0.57442,0.21014,0
0.58768,-1.28705,-0.33956,-0.95456,0.56014,1.62686,-0.48322,0.07863,1
1.88794,-0.08528,0.31526,0.23702,0.33473,-1.65305,0.88391,0.61237,1
-1.86584,1.94944,-0.10218,-1.35634,-0.11248,0.76612,-0.66724,0.61696,0
-0.16395,0.87052,-0.06079,0.49194,0.81801,0.28481,0.68329,0.03507,0
0.35221,1.46219,-0.47138,0.48084,-2.25428,-0.07513,0.79688,0.45730,0
-0.82929,0.10143,-0.18301,0.69517,0.58098,-0.77645,2.23038,-1.01680,0
0.96927,-0.32473,0.93355,1.66128,1.04866,0.23107,0.34601,-0.32237,1
-0.32813,1.08185,-0.20077,0.44475,1.47077,0.51355,-1.00031,-0.97978,0
